id,prompt,answer,reference_steps,canary
190,ESshNC4hIDkuAA0vN28AttTns8TuyMn2ZHVgFaTp5HSnzqhyYsbH6abTysjg577An6r3+Kz048iqxoT/65XjpK/X6KOF0IrzxIrtgazR3JfHzYfy2IGPr9Opn9+WrNGFpNyF+Q==,c3F5ent8dQ==,c2tuBCdtNT1rcwECdARkFAkdX35qAAgsOCFyEXF9G2UnO0woPUdwOCkoOgAyLDQxRG8DLTstLQ4SU1NbQRQWUmcGJytXHg4EBQZGDWwNEQQjFltdTB9aRRtCVVkcUVtDGlZdAUwTHVJKQkMSXRwSeih/WRwOAlUFA1UQWEQKB0J/IDYgJDglN2Iqd290D0ElISg0OCEAOip2p9K8Ah8eFg4eaQUSdBUIYRoaYQAAFRFuGx1sBghlbWEwKU4nPjZ3FLfJ2QAZDAFOBQFDIEU2BDwGCl8BCV5XURFTVV9GUVtGUk0PQg8SX14NBU0MBBQVUgVQDV5ZFxRDClMXVQ0RUyMpbjotLDNyLk4gJDBhajImOjQ+PQB9dHplYBBzZX4=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
191,p9nmYzsuKDkiVGktMSBSPWir7eGrnMKjysy2mMG06O+k2qam4pu25OCs0Ku7+dSxjsyq9POo6qHE28uJ0MmcqOyzwtvF6OqB1uOMle6Mzui1886X6+7IirbejLbXt7Pdm43f762HrrnfnI+EsJjIvNDQ3obfrd3Rp+7RrbeB77+k0/em/+OmzeLJ3PS7/ay28fm8zN7I8cKz/8bH1fi48dy3r/e1tv+k5s2rqM2h4vPH29Gr8/GjroeG592G3+/I+eyu0ayb4ueLzevL3MqByt+DzdOG4InXvZrVsrTQqqXaj7E3WABWQllZXQIYd0RKAkYNQFFYBFpDQndZUggbQys2of/BqtvWr5jEpezrx9rxq+vHp6DMoMrtuo/kt+H+peqNru+sNiU1YWcAstPhspPaq8nIpuuWxf/Jitn7nofKsfHJxejugvTnjpzGjcLTtvzJltvjxY2u2ZG22piZ0o6w1tq3RkFGXArX4bkUQUoQRkMN3aTpFBAHX1BWCkXTwserws+l7+ystOyn3PbE7+im1d6gm+uh7s63r8O2xfWm6aSkw6i20eSsxr2x4tOxrNmo5Oir26XP3/s3DgcLbSgxLChuGQ8ARhAHQTIAF010FhcWREQNQV1DWVRZV1NQCBRYE1kOFRnXkbiEpJvFieLT8IUYGANdQ0puGxMdSxCk0vin9Nek7t7Fy9C91bm75+C2zMbI4fK/0vzI7vW50di6j+61ltiqwOarjcOi9PLE9/yq0eGhlaCH2OaOzubI6OKt/66e2PWK2MvK5OSByP6N78WG57vVmKXWm7rVtLc=,MS08KiYmIDUuACouIGFTJjg/Oj4wRSplISwmSGF3IzMldQAyPEwmKTNn,c2tuBCciJj4uADckNTNDO2g7PSlkRCs2NTc7UDU5PythPUZhJ0g1bCwmKkU4ZTk6RG8nKCwgMUdGGkEaCRMNAKXV1QNBDREWBwIGDScJBAMgSAIdDQxERlxeXlteFlBQW0BQEkQEQRwYXlwASlZJGQJbEkxKXwRaVAcaF3EFG1UxZTw2JChtci9JKSQ6Mkk8Ji45JTBZbjczISdDNTk/K6PSvWEhRTYpM2k6T3QJMTpFLjxsDSc2TVIKDAcPExdUZxQnJUwBEQwdQ0BhACRMUCMEAhkCD0gSXF8QSVFfX1xBHlUDTBNcHjIfGkFrVkxLAlxEWVBTRV1aElpSXgEMRCMxJywmbS40a8LE3ScqTDYpPTtiIEk9JiQsP0kvMT4xHjNOID9ZIyUyZwJJOiA5JmQmPS87JyhHTgIPGiAcGEw+JiA3wvj/RQcNSFksAEUDMAwKGxdFQVdUQ14adV9AfUBRGRRIEV0QEEVAFUhAFxZOUw1ZUEMHGlQNWxhABwtbKzFjLy0sMzxkUycoPyhUfiQqND4qDywpOSd9Q3RkaXIjZUZ2fFM7ICQoPE57ITEnQz0nISAgJEBUPAAAAB4AUy4mZzRZWy5TXVZBDSsXRRY6CwVSFwBIEtexrFxbQhxtGRNAT8/hrxBeWFoCTFpCV4O0/V4YRQpBRQFTF0YXC14lZT0gISYoJmZMISAmLwAnJyA5Jy1UZi0iMSJTe39/NiI7SygnDTwpIDsgDjs3P3tTOy8uJStqQ08HFAIEAVZHIjssNkEMBwFBEANBIQQXHn0BCAEAGkRfXF9RVEZpVVtUX0AVRBIcfFFDUQBKd0RKAkYNQFFYBFpDI1hWXx0RWTFrJjclIWIhIEwhICYvDjchPDY+LU0nKzcrJn8gPjEpOCFJMn1sOSIkKDxkPTY7JkkiJyIoIDFvTgINFxIbCg4hPD1tDnJRS04sGEgqRREYNkUSHRYaTlcVUl9eVxZVW1ETVQlOAEZVGFlbQdqzsV8IQIatpRYIUUMKWVMfRBVYKyYmYyE+YT4iTiFhYnIZfWgGOz80RS0xdjE6RWEzPyslO1QoPE5wLTVpIkk6IHhiGXduLScqZUhJDQVOFRocACQ6OzZFCxIKAAcBQyNFAAIhChNSDg1eQVRWVQBbUBRGUF9fSF4JQFlWRlUGXRNESkFaC1kYeApaUlgWRVINEVViCyE3ASAxPi5NIS8gJEQWOj06PmwCPS0kLDxLIDc1ZS89VGEgVSA8Ljs6RTBlLz1UJ25rOjghCQAQDgIXFwsOZXw=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
192,pvnEpsDkqf3xxPjLsfa+tdTGveL0xfPQsv73xtz1ttnBt6b2tZj5qfvvqKnUoMT8x9XKqtXGoZWdjN3ihc7zxc/8oeuanN7vi9T2yfnqgN7WgvXaheCa15GY176E0ISh0YiOgI3d1oi2yYzr3Iut3NiAgb200Pm80PmO0ZzwharGotf9rcXHtOS0oc7MpKzFrtf6qeC6q/XHqu6/pODWouzGxuDbxcvXqcHDxO7RvdGFqsb8rP7KyLXThuzYl+muo+3toJ31geXs,cmt+cXB7,c2tuBSEjJXI/SCFhNy5MNy08IWwwRSM1MzczVDQiNWUkJEUzc1I1Ly47KkUwZTE6AAYiICAgKkdTQwMXQQEcQTU2IS1OH0IKAEM/RC8MFRU3DABcQzxFVxVDVVldRFBQURNPB0EUVxBRXhSDuK/PufIHXO+IcEVVQ0J7WEYKFhABJDwxJyEtfmtpKC09L086O286ImRqLysjJCBZYWNhaWFgEHBqwtDRb0N8DnQBPSBFPSMlJytlWkgGQRwEHhxWJjs9ZE0XDBEGWUhnJQsQESEcQUBTWRQcPwIeGnRfWlEVR1EDDQBEVUpMUwQYQUhKCFABQ0xfBFgXF0JeXw0WSWIiLzBoPTM7KEVkJzszABokIzwiK0k9ZT8raAALMT4wICBZYWEQYXVhKCBEdA85OlUuPDVpfHUfGE1BPQ4HC0Mib2EsVAwSFlRMR1ozEksVOgRPFQweAlZbUEYVXFEbXVxATUlDUgIBCERYUlUdRU0MHURMTlcMWFYAWlITEApCLTApK2g5KTdrZQ0AdC5QNiZvMS0wQW4EBgx8AAsxPmVzYhF5aQB0bHdneBV0NT0mADsmIzw9JEBEQwIbAxsaACEwLDAOWCgEAENaHXVcX1B3U09KV0hdV0cRRFJdQ0dUW1cZBVgDW1MYS1EETDkZF0F3BUFbQwlVQwcWQ1sBQkBiNSsxKygvJipHIWE3KUE9Lyp5bDNIJyY+ZTtTYXhma3lmDXd9FmVlbn9gFmFlZXQSYXZ5fmtrJBVNQTwOBxdEZzw9ZFQXQldAW14Iag==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
193,p9nmcXh/crfylA0MECMAByc/dX5xEKjjyqDftaXo/ar93sbd2sX01qT538nX7b/Alarz/a7Uwci31Yj73pr+k6Ll2KCYwlNdXobgq633+p/v+g==,c3A=,c2tuDDgoL3IMTysmOCQAMiYrdT8hQTwmPmU0TzNwssXdG20FMQAEIzFpfBVkZWpkEnxgrsnTTxwOQy0BAhMNRWchISEACgcJCxUJQzBFFxUgEA0GQwlDVhVeQF9cFkBdUBNOA08RU1ddDVwVTENeA04bE1pPGAxZUwAYVFwJTVwrNjpsJD50YHkZdHdmeBJ8Zm9ff2oAHCAgLDdXYSQ4IGEgVS8nST0pYSUnUyAgPHRGIDxsLDggXFlDBwcNH1cATWFnZGMXFwsaQxxFIUURGScJBAFDBEJcUlRCGkZeVVsVR1EUSAQSWFdYRhIDE1RWFBQXRVdDCVAXBF9ZV0RTBWI2OyAgbSc7J003bw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
194,cHV/emio+OaknMgMMSZBNCchdQAlQj1lsM7JxcrPtP/HtpjBtrDdqtzspqf+oNL0xsTxqe3poIqHhszIhuj9xenLrf2An/b6jePqxevAgN7NgdjShPyy1a+11ZWO04y906uWjp3g3YynxZvW3bSr3sCagqGx0eCT0ueA0q/MQnctKikvLW0SMSNPKCAmYcTrwqjPyKGm16Pl0LWb2LXX/6T9nKTrqLfWxazps7HV1begzQ==,Cy0vIWgLb3ICTD0gJw==,c2tuFSE+KCZrbSEmNSZPPWgDNC43ws7cdio0RigzOSQtclckMVM5OCRnRBJ6ZRY1ViYpLT0rZVpPQxUGBFIQTjMwOypTEAsVThANTjAMCh59RWtBTUhhXVZQRF8SV1hZFQEJVxRBW15MSEYPSxNMVwUUDUldWBFdURsWQ1sLEVViMiYsaC4gPy4AIjM7LAAQKSE0KC1BIGUjKztWJCIjLDU7RTJ9AFp4b2kBUDEreCBILjpsICAxS1INg+74AVlQIic6K04ZDkUZBgpdJQIAXnNvVFxDLkRcURFEUldfRhVBW1wVRBISX0oNRBRaX0RaAEANQlZFRVtZQnFYXAMOVWIWLSsnISAgZSpyb3QTRSc6JjA6IQA6LTNlIVUxNSIzKCFPM7GgyT9hJy9NMWU+Jk8ibjghLzEOUwwUHAIXVQAzPSwqAAoHBgERDA0tEUUVKwQCBg8RDVNGEVlOEldERVBSSxUNDlwQf0JbBlRWDWoCXAtBWURL,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
195,p9nmp/DNpv3MxtnkvMaKcwkrOi4hABwgJSAzUiI4cKLb1gAIEG0cbHN5fBV0rfbuxtnJqPHjqpKohuTYhcrUx+v5rf6snN/5huPtyNbpgtz/gdvmh9Wx2rW01aq+05Om2o+wiZHt2p+dxZrb3qWq3N2hjIW40cmY09q/0Z3RhojvoPLWr9nptdGko+34pZrfr+DSqtKnqcn4osikpvz8ofnbxPzexO3QqcnLx87BvcStqdbjrfXFypnrjtL+,DiwgKSEo,c2tuES05MzsuViFhNS1MczguJSk2U241JCAhRS8kNSFhM1RhGmMdAGF7fhJha1JmDgwmKSolZUtBAAlOERMJRTV1PSsACwcAThQASDANAAJzEQkXQxtIUVpfVBpTWFAVU1pfEkVBU0VMRVsTSxNeUQBGAQ1MXgAURANbUhMIA0M2ZSAiJShvWHgOBy46J0khJW8hJCVUbjE+IHJQICA1N2E7U2EyRjYlLSAvVDEheCNJOyZsCCoqTEVDMwsSFxhSJD1nThRWNQwaCwFDZBENESdFERMTDV8eFV1fWVNCURVBW1xGXgRRX1ZJFBNdVUhLBFoHSBhVDEBSBhZeXUQWWCdlOishPyVyO0E2IDMzQSMgbzoqZFQmIHYMPFQzPzQwIiZJLj0OWnlvaQhJOiF4IEgqbio8IikOVAYZGkEdHwAzPSgwAAoHAwsRDUMnAAFQIwQRFxFGJwQbeFRfXEJdU0wTTQ5IQVRZSl5AQVZSQFxBWwINUUIWFEMKX0VXRANFNi0hMWY=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
196,cHV8d2io+OZrGWSnyMnGzNir7cyhhOegyu1yaDQ3NywvNQAHMkM1bKXxxMj27rD7pKv29qvO2Q0RQzEPERcLACgzaTBIHUIhDxqKrdmC//S7y9uU9e/Jj6nZsL/dirjQqZvc6YuFirDfgrOJlonLr+bR1KvcjfPQjM7RrbeB1ZWm+NKk7/2l6vHCxN2x0ay11NC68MxDISs1MCBSJD4kqv3bwsHOxcDCpMbfxtrtsNOUp/7uqs7HyKrphMDild6Qo+3zpqDkh/XihfSyodLAlO75g/L+j7e23LOT3Z2x3JuP1a/hyvu21IWx3OG92rePhIX6yYK4gKedho6d1fjY1tzBof/X,DTUrLQkE,c2tuBCdtNT1raDEmMyhONGgJNC8hAC8rMmU9UCQ+cDEpNwCj07wALTEsPAA7I3ggSCpuCCg3p669QxILAgYQTyl7Q3YOWC4KDQIcSGQRDRVzRlBSMwldV0cRX1wSQlxQFXdYHw0HXUIYHAdBa1ZdTQRZBkhKFlcEBVYYPQBKQnYrKypjPCUkcipVMCk7M1OxyNZ1GDNJOjEzN3JBIjM/MC8mU29ZFH5sAiErQz9lLDxFJjxsPTkgS1QQQQgOAFlULzBpKUULEQQJBkhEKkUSGDoGCVIXAEhLFUVYW1xdFFRbXE0OSBMSQFldURMYVUJLQVcFQVRfC1MXFl5SWhZCRy03JWMrIi8xPlI2JDo1Dll9YXUAK08lZSM1clQpMSRlIjtUKD1HcDwgOStSdCQ2MAAmKiknOixIWUMVBgRSEE40ISAwVQwLCgBDH0QwDUUHOwwCGkMBWRJcQhBbVFBdWVxSTQNJTw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
197,cHV8dmio+OZrF2SnyMnF6d2oxNKhmfagxNO3teBwk9JhtI/Otbf1qPnJqaz/rdnAxd/Dqv31oKSIhf3xiOXNz/vZrtW+ndvdi93GyfvEgPX/gd3lhuea17qg1YKx0o6zDB0Ag6ji17iAyrjK3aG73vuwgqOQ0POz2N660aXjhojvoPbArcz3tceLosvlpr3Tr9XRpeGOq9bXo8qPpMP6o+3sz/3M,q/fSq9jOqe/wyPn6vM2pu8bG,c2tuq+byqMXlx9XfsfiYtvbhsfPlxcvpsvnFxc7nWndvcsbRz8fk7nN5fBWx/OxjxtPGqdnCo4GvhfbLhcr5x8v+rt6kkOPxi/Ply/DegPr7g+/ahf6qOAYfENy7pdGJtdW3zsv3td+Et1wVTENeA04bCV0WQQBdTwtYGUIVTFMtKGEwZws0AjINBTUEKHM/HCFjOAh/AQwAIyUqdX5woN36xs/7xsbLpfHjyPvDvdyLqvbPrM/zyazIjtLtl/6aoNv5obzQhPPphMONod/wmdDNhujnL2R00YmdMAcYFN2atdzuhoSKs92sgoa0mMuz0NP5rdGTy9Gk49Gtt4H5jqXMyafw4KbIz8nh77HSobXeyLDh08XeyA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
198,Diw9Iq3R6RQuUjYgJigAASciNKj8javTy6LIpKj1/qPXy8/938XM5HN8q5ngfb7IqKnA5KzJ/8m654f40ZTVnq7w56Gz+YX/6oX1gqHI9ZTr74fu6oyVu9GJmtKVpNy8h9yF6sXeq9SApNDZktuKq4m91smAm4Oot4WfgNT+5tnA5qr74qXmwKOp9qT698Tr5ajPyKK/0qD71bS8yLXX5aTjoqfZnbX9yKbyvw==,cKD/wQ==,c2tuDyE+ILfXiAIkJjNBISFvByMpQar9+6DEvabK1Kzk/MbXysbI46Tf0sjY87fouic6ODk9fwEPEw4eAxccDiQ6JGtDHQ4ADBEBWS0AFl8wAA0XARpERlxUQxdcU0NGGl9QFUxMVFVKX1UTUR5fVgxVSU5ZRBYZXwdPQ1YFT10jMS0rKWAlICJOL0tmbwC23tO9wPLF0u1kcLeZ9Wi22cm0rum2p+qr282otuSj9OrJ6uCp2s+jto+G8+IiOjBpDBQeBcfi5o3v9429yYrZ6jsRFQIQUgIdQkZHFFRZW1FBUlUNXk9RXhdDURZLHBgBVQFTJwsYRXd/K398cjMj1PrMqvvipebAo6n2pezsz+/EqcnMo4n5oszBtLjuteDKpNeLru+stPTBrfaKsP/isJ3Aq9Dhq/Sfxtf/h+b+mqDFX31qAJ3S6ovmw8re4YDB4oPV7Irvode6m9amu9KMtdGLk4Cy/dedqMKI7d6ssdzMpIK1l9LdkNLTtNG52YeBy6ry2SA5NSI4GmtuIzZXfTwnJyklRD1rNSo/DwEkIiQvYhRwZw8gIzI9YWNtLg15WTUeAhMkZcqbxoTh61IRVDMlOn4PVwENBwoDTDMEDRt9Bg4fTFodAAEeAAMdBwwaVltQD0YARVEVCHFUHQodHFkNQWgMEyd3Elp3EnZRRwgGYA9ybQh0d3ITYXljZGVrbXdlaXwTawBjYBNmZGkWaGQXFGQRGHUOA2wLGHEEb3EZfWsJfGt9HgVaUEskRVwZBnBxcAU9VkAsJ00VAkAgSHZcWFdaXQI=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
199,pM3fpub7p87CxPzBsPqdtd/os8bhx/T9ufnexd34uPrYtpv8tar1q/vxqbrQovT4EqjHxK32z8Gc74Tm65Xgm6DPzaK2yIvy1YbkqKLuyZ/v/4XKx429v92gp9+iu9CPj9Swz8r7ttm4sNDZrtCtuIeE0MWNsoOOp4G2ttTf7db3y6jV+KTW6aigxafL0cTr4qrO8qCZ6Kzww7W6xbjA+KfasKLTobXX/KHGir3mxryBw6jM8qfdscfO6InM+5acy73m88Xp6I3B6o6l1Y3a6bX9zpfwwsmKtdSJjtezt9Oild78qYekgNG6jw==,c3x3ew==,c2tup/PDptz7xdjpu/2oYXh9YKn9lKH536DuoKT326r93snBw8b96afW68j7573EpKrq66/E4Mma24Tg55f2kqPtw6Gl+4TyyITyqaLz1ZnE3mtATUjIgrPVi5/Wjr7Qpbff7IiGiIjfgZhT37ql3vuwgruI3/KP0vC63pH8ip78o8HMoPLxtOS0oe7tSxN9aKfe6aOM4nexzNrH29S20/G7t/q2styl49Gmjuqg9tjFyuapxfesq62M3eKE+uDI+MGs376d29GK2NUnToDb+LbB+5rj6cmKtdmOstWssNGPidzpgomxjd2CjYeno8mB4dHAhN68wNON2tKPuYHquqXc9aTSyafE+8nT+rLdqbrPwr3qxcXD9b7088/93LT4x7S47raE96rp6Ku+363b6cXf6KrVx62RuYTG44ncycX406b4v57q9IrYxMX7/IHL7oHf+YrKtdu1uNW1pNGusdOrlkYcWAsI3ZSAUN6vpQiHo8HOuLyAsb6ErrnV88fWyOCtw8Oq7f55x83Js9uktd7/vNv/,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
200,qsL6psLWpejFxPzss/+ut/L1s9rDxPThsPDTx9vUcBIuPUQ4c2c/ICUrK1IzZb3GrG8dOTovKw5oTUEpDh4dQiInLmTF3MmAyOSOtvqC3v+2+clSUVgfAdCIhN+WudGRnNq75sXOhdSCq9DZuNW5loWMyciji4Kus4ebkdTw/djs+qfU5qja8Ky07Kjw0c/vxKf6+6234K3p3LaY67X946bGv6n9n7nb76zVgrPf3LGN6anY1qr9g8/f7YvEwZ+g4LDk4sfs/YL054649Izi/7b37ZX338uyktSdnNWiq9Ogg9DhooaotN2amoegnMid+9HUvNeK+g==,cA==,c2tupdfops7AABMuOyVZcw8gOSgmRTwidqDArGEDJTYgPAAJfQAXIy0tLEUmInhmEH19bKz38cei44nB1pbBjaLO9KGN3oXx8YvGkq3yy5XIx4bo5467gtymi9WOuty7gta28MXPjdmvg9H6mtq1poWLxcu5mW8GGULQp6+D1pKq6/Gq3+OkyenJ3N6w/oG1yeBff2oAqM/FoN22pMvyrNnNxdHbx9XrS31gALHN3rK+36vczanAicfq5orZ35CL37zr1cX/2ILg04+3wIHfyrb0+Z3f5MSyvNSeoNqJrdGPqN3cl4SjqNyVjoSjkcSh/tLsvd2n/T4CTBbfnOKHuOmiy+SvxMa2842h2vaouMyux8Wp1bip39KixpemxM+j1OLJxtzFwsCk7P3HwNq+wZCmycNDeGsOxtLjhsbRnIX0st3bxu3SjOnsjb/IgvHHtPH+lPbYxLW61qq+14GaPz/bhv/L+Z3UgK3Q2o7Xl4OEu8vJg5OAir+Ki4zV+dzVw9+ry/ip/NStuOuk8ObG++mqy8ehr+Gt1fi7uv+06+Cm/7Sk/Jm31sWg2Y6958C3oM2nzNOr/ZbI4+2GyfKWnMux8cTEwMiNwNyBuuqA/tK32fuX7OrFnIrUjrLXkq7TqYnf+KmOjrzcl6aJuafKhPDQ3Kfcj/rRierTmYqC+qOkzPCmwP2p/PTJ0++x2oK22sOww8bI4Pqw2ejG39S14ea7p860utSp0cGrneWi3fPHxsmj9cKhk6aF+cGE1PvE+sCs9Kad8u2J5s/J/MiC6teAzNSE/LLXp73VtaXemorQnICOnMDXvILIvOfdj63f/JGLkbTS3pHS7bzSu+KErtKj9sauxMG016mh7PKmtMyv1dGl36ar1d6q7qyk2Mmt/9HE+enFy/yo0/DP6M29z4Cr9vat9sjIuMyH5+GU5amhweatuOeE7f6G+bWt5tiU7/+E9dmPo4LQrZjcnbnQjbXWhcbI8brXvYrd5rTckbCCtObJgLyMqZWKia7a5fHZ4N2nw8GozsSsusCnzO7HxeOp1smjm92jy9q3sM+3/Oml6qCk6pS/8M2v9qWxyNaxhOir4e+o8ZDF3eGJ3/ycu/q84tzG2MNKiPrSyP72gurXgs3eh9Ct1KGe1ZeU0aCq0KibgpDy0LCkyYzM342j3/eEgY6I1OWp0Piy0qjGi6jdofHirszuvfesodr2qLjMrPf4qcGRqNnffbewzLX19qbGv67vrGap0cSptOOizMs=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
